code;id;name;mainRoute;routeIds
501608;MTA_501608;47 AV/FRANCIS LEWIS BL;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
501610;MTA_501610;ROCKY HILL RD/202 ST;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
501611;MTA_501611;ROCKY HILL RD/203 ST;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
501612;MTA_501612;48 AV/206 ST;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
501613;MTA_501613;48 AV/208 ST;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
501617;MTA_501617;48 AV/215 ST;MTA NYCT_Q27;['MTA NYCT_Q27']
501618;MTA_501618;216 ST/50 AV;MTA NYCT_Q27;['MTA NYCT_Q27']
501619;MTA_501619;216 ST/LUKE PL;MTA NYCT_Q27;['MTA NYCT_Q27']
501620;MTA_501620;LUKE PL/218 ST;MTA NYCT_Q27;['MTA NYCT_Q27']
501621;MTA_501621;56 AV/220 ST;MTA NYCT_Q27;['MTA NYCT_Q27']
501622;MTA_501622;SPRINGFIELD BL/58 AV;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q30']
501624;MTA_501624;SPRINGFIELD BL/HORACE HARDING EP;MTA NYCT_Q27;['MTA NYCT_Q27']
501625;MTA_501625;SPRINGFIELD BL/64 AV;MTA NYCT_Q27;['MTA NYCT_Q27']
501628;MTA_501628;SPRINGFIELD BL/75 AV;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q88']
501629;MTA_501629;SPRINGFIELD BL/76 AV;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q88']
501630;MTA_501630;SPRINGFIELD BL/77 AV;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q88']
501631;MTA_501631;SPRINGFIELD BL/KINGSBURY AV;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q88']
501632;MTA_501632;SPRINGFIELD BL/UNION TPK;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q88']
501633;MTA_501633;SPRINGFIELD BL/223 ST;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q88']
501634;MTA_501634;SPRINGFIELD BL/SAWYER AV;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q88']
501635;MTA_501635;SPRINGFIELD BL/HILLSIDE AV;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q88']
501654;MTA_501654;SPRINGFIELD BL/HILLSIDE AV;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q88']
501655;MTA_501655;SPRINGFIELD BL/SAWYER AV;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q88']
501656;MTA_501656;SPRINGFIELD BL/GRAND CENTRAL PKWY;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q88']
501657;MTA_501657;SPRINGFIELD BL/UNION TPK;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q88']
501658;MTA_501658;SPRINGFIELD BL/KINGSBURY AV;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q88']
501659;MTA_501659;SPRINGFIELD BL/76 AV;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q88']
501660;MTA_501660;SPRINGFIELD BL/73 AV;MTA NYCT_Q27;['MTA NYCT_Q27']
501664;MTA_501664;SPRINGFIELD BL/HORACE HARDING EXP S;MTA NYCT_Q27;['MTA NYCT_Q27']
501666;MTA_501666;SPRINGFIELD BL/58 AV;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q30']
501667;MTA_501667;SPRINGFIELD BL/56 AV;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q30']
501668;MTA_501668;LUKE PL/217 ST;MTA NYCT_Q27;['MTA NYCT_Q27']
501669;MTA_501669;216 ST/51 AV;MTA NYCT_Q27;['MTA NYCT_Q27']
501670;MTA_501670;216 ST/49 AV;MTA NYCT_Q27;['MTA NYCT_Q27']
501671;MTA_501671;48 AV/216 ST;MTA NYCT_Q27;['MTA NYCT_Q27']
501672;MTA_501672;48 AV/215 ST;MTA NYCT_Q27;['MTA NYCT_Q27']
501673;MTA_501673;48 AV/BELL BL;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
501674;MTA_501674;48 AV/212 ST;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
501675;MTA_501675;48 AV/OCEANIA ST;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
501679;MTA_501679;ROCKY HILL RD/202 ST;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
501680;MTA_501680;47 AV/FRANCIS LEWIS BL;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
501681;MTA_501681;47 AV/197 ST;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
501682;MTA_501682;47 AV/196 ST;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
501684;MTA_501684;47 AV/193 ST;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
501698;MTA_501698;HOLLY AV/BURLING ST;MTA NYCT_Q27;['MTA NYCT_Q27']
501699;MTA_501699;HOLLY AV/BOWNE ST;MTA NYCT_Q27;['MTA NYCT_Q27']
502102;MTA_502102;HILLSIDE AV/231 ST;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q43']
502256;MTA_502256;MAIN ST/39 AV;MTA NYCT_Q27;['MTA NYCT_Q27']
503566;MTA_503566;47 AV/197 ST;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
504034;MTA_504034;46 AV/163 ST;MTA NYCT_Q27;['MTA NYCT_Q26', 'MTA NYCT_Q27']
504053;MTA_504053;58 AV / SPRINGFIELD BL;MTA NYCT_Q27;['MTA NYCT_Q27']
504428;MTA_504428;48 AV/207 ST;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
504444;MTA_504444;48 AV/BELL BL;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
505065;MTA_505065;48 AV/211 ST;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
505134;MTA_505134;SPRINGFIELD BL/115 AV;MTA NYCT_Q27;['MTA NYCT_Q27']
505135;MTA_505135;SPRINGFIELD BL/116 RD;MTA NYCT_Q27;['MTA NYCT_Q27']
505136;MTA_505136;FRANCIS LEWIS BL/SPRINGFIELD BL;MTA NYCT_Q27;['MTA NYCT_Q27']
505137;MTA_505137;SPRINGFIELD BL / 119 AV;MTA NYCT_Q27;['MTA NYCT_Q27']
505138;MTA_505138;SPRINGFIELD BL / 118 AV;MTA NYCT_Q27;['MTA NYCT_Q27']
505139;MTA_505139;SPRINGFIELD BL / LINDEN BL;MTA NYCT_Q27;['MTA NYCT_Q27']
505140;MTA_505140;SPRINGFIELD BL / 116 AV;MTA NYCT_Q27;['MTA NYCT_Q27']
505141;MTA_505141;SPRINGFIELD BL / 115 RD;MTA NYCT_Q27;['MTA NYCT_Q27']
505143;MTA_505143;SPRINGFIELD BL/109 AV;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q83']
505154;MTA_505154;SPRINGFIELD BL / 114 AV;MTA NYCT_Q27;['MTA NYCT_Q27']
505173;MTA_505173;ROCKY HILL RD/CLEARVIEW EP;MTA NYCT_Q27;['MTA NYCT_Q27', 'MTA NYCT_Q31']
804026;MTA_804026;56 AV /223 ST;MTA NYCT_Q27;['MTA NYCT_Q27']
804027;MTA_804027;56 AV /223 ST;MTA NYCT_Q27;['MTA NYCT_Q27']
804041;MTA_804041;39 AV/MAIN ST;MTA NYCT_Q27;['MTA NYCT_Q17', 'MTA NYCT_Q27']
804044;MTA_804044;SPRINGFIELD BL/119 AV;MTA NYCT_Q27;['MTA NYCT_Q27']
904015;MTA_904015;46 AV/PARSONS BL;MTA NYCT_Q27;['MTA NYCT_Q26', 'MTA NYCT_Q27']
904097;MTA_904097;SPRINGFIELD BL/MURDOCK AV;MTA NYCT_Q27;['MTA NYCT_Q27']
904098;MTA_904098;SPRINGFIELD BL/MURDOCK AV;MTA NYCT_Q27;['MTA NYCT_Q27']
500851;MTA_500851;ROOSEVELT AV/BOWNE ST;MTA NYCT_Q26;['MTA NYCT_Q12', 'MTA NYCT_Q15', 'MTA NYCT_Q15A', 'MTA NYCT_Q26']
500852;MTA_500852;BOWNE ST/41 AV;MTA NYCT_Q26;['MTA NYCT_Q12', 'MTA NYCT_Q26']
500853;MTA_500853;SANFORD AV/BOWNE ST;MTA NYCT_Q26;['MTA NYCT_Q26']
500854;MTA_500854;SANFORD AV/PARSONS BL;MTA NYCT_Q26;['MTA NYCT_Q26']
500931;MTA_500931;SANFORD AV/PARSONS BL;MTA NYCT_Q26;['MTA NYCT_Q12', 'MTA NYCT_Q26']
501530;MTA_501530;PARSONS BL/CHERRY AV;MTA NYCT_Q26;['MTA NYCT_Q26']
501531;MTA_501531;PARSONS BL/ELM AV;MTA NYCT_Q26;['MTA NYCT_Q26']
501532;MTA_501532;PARSONS BL/HAWTHORNE AV;MTA NYCT_Q26;['MTA NYCT_Q26']
501533;MTA_501533;46 AV/PARSONS BL;MTA NYCT_Q26;['MTA NYCT_Q26']
501545;MTA_501545;HOLLIS CT BL/47 AV;MTA NYCT_Q26;['MTA NYCT_Q26']
501548;MTA_501548;HOLLIS CT BL/195 ST;MTA NYCT_Q26;['MTA NYCT_Q26']
501549;MTA_501549;HOLLIS CT BL/53 AV;MTA NYCT_Q26;['MTA NYCT_Q26']
501550;MTA_501550;HOLLIS CT BL/56 AV;MTA NYCT_Q26;['MTA NYCT_Q26']
501551;MTA_501551;HOLLIS CT BL/199 ST;MTA NYCT_Q26;['MTA NYCT_Q26']
501554;MTA_501554;HOLLIS CT BL/56 AV;MTA NYCT_Q26;['MTA NYCT_Q26']
501555;MTA_501555;HOLLIS CT BL/WEEKS LA;MTA NYCT_Q26;['MTA NYCT_Q26']
501556;MTA_501556;HOLLIS CT BL/50 AV;MTA NYCT_Q26;['MTA NYCT_Q26']
501557;MTA_501557;HOLLIS CT BL/194 ST;MTA NYCT_Q26;['MTA NYCT_Q26']
501573;MTA_501573;PARSONS BL/45 AV;MTA NYCT_Q26;['MTA NYCT_Q26']
501574;MTA_501574;PARSONS BL/CHERRY AV;MTA NYCT_Q26;['MTA NYCT_Q26']
501575;MTA_501575;PARSONS BL/BEECH AV;MTA NYCT_Q26;['MTA NYCT_Q26']
502762;MTA_502762;FRANCIS LEWIS BL/58 AV;MTA NYCT_Q26;['MTA NYCT_Q26', 'MTA NYCT_Q76']
503074;MTA_503074;PARSONS BL/ASH AV;MTA NYCT_Q26;['MTA NYCT_Q26']
503096;MTA_503096;ROOSEVELT AV/UNION ST;MTA NYCT_Q26;['MTA NYCT_Q12', 'MTA NYCT_Q15', 'MTA NYCT_Q26']
503207;MTA_503207;HOLLIS CT BL/48 AV;MTA NYCT_Q26;['MTA NYCT_Q26']
503208;MTA_503208;HOLLIS CT BL/47 AV;MTA NYCT_Q26;['MTA NYCT_Q26']
504029;MTA_504029;HOLLIS CT BL/FRANCIS LEWIS BL;MTA NYCT_Q26;['MTA NYCT_Q26']
504992;MTA_504992;ROOSEVELT AV/BOWNE ST;MTA NYCT_Q26;['MTA NYCT_Q12', 'MTA NYCT_Q15', 'MTA NYCT_Q15A', 'MTA NYCT_Q26']
504994;MTA_504994;ROOSEVELT AV /UNION ST;MTA NYCT_Q26;['MTA NYCT_Q12', 'MTA NYCT_Q26']
505048;MTA_505048;BOWNE ST/SANFORD AV;MTA NYCT_Q26;['MTA NYCT_Q12', 'MTA NYCT_Q26']
904016;MTA_904016;ROOSEVELT AV /UNION ST;MTA NYCT_Q26;['MTA NYCT_Q12', 'MTA NYCT_Q26']
500996;MTA_500996;NORTHERN BL/BOWNE ST;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q28']
501000;MTA_501000;NORTHERN BL/150 ST;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q28']
501001;MTA_501001;NORTHERN BL/MURRAY ST;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q28']
501004;MTA_501004;NORTHERN BL/157 ST;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q28']
501078;MTA_501078;NORTHERN BL/159 ST;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q28']
501079;MTA_501079;NORTHERN BL/157 ST;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q28']
501080;MTA_501080;NORTHERN BL/154 ST;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q28']
501081;MTA_501081;NORTHERN BL/MURRAY ST;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q28']
501082;MTA_501082;NORTHERN BL/150 ST;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q28']
501084;MTA_501084;NORTHERN BL/146 ST;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q28']
501086;MTA_501086;NORTHERN BL/BOWNE ST;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q28']
501719;MTA_501719;NORTHERN BL/ROOSEVELT AV;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q28']
501722;MTA_501722;CROCHERON AV/162 ST;MTA NYCT_Q28;['MTA NYCT_Q28']
501723;MTA_501723;CROCHERON AV/164 ST;MTA NYCT_Q28;['MTA NYCT_Q28']
501724;MTA_501724;CROCHERON AV/166 ST;MTA NYCT_Q28;['MTA NYCT_Q28']
501725;MTA_501725;CROCHERON AV/168 ST;MTA NYCT_Q28;['MTA NYCT_Q28']
501726;MTA_501726;CROCHERON AV/171 ST;MTA NYCT_Q28;['MTA NYCT_Q28']
501727;MTA_501727;CROCHERON AV/UTOPIA PY;MTA NYCT_Q28;['MTA NYCT_Q28']
501728;MTA_501728;CROCHERON AV/192 ST;MTA NYCT_Q28;['MTA NYCT_Q28']
501730;MTA_501730;FRANCIS LEWIS BL/35 AV;MTA NYCT_Q28;['MTA NYCT_Q28', 'MTA NYCT_Q76']
501731;MTA_501731;FRANCIS LEWIS BL/34 AV;MTA NYCT_Q28;['MTA NYCT_Q28', 'MTA NYCT_Q76']
501732;MTA_501732;FRANCIS LEWIS BL/33 AV;MTA NYCT_Q28;['MTA NYCT_Q28', 'MTA NYCT_Q76']
501733;MTA_501733;FRANCIS LEWIS BL/32 RD;MTA NYCT_Q28;['MTA NYCT_Q28', 'MTA NYCT_Q76']
501735;MTA_501735;32 AV/202 ST;MTA NYCT_Q28;['MTA NYCT_Q28', 'MTA NYCT_Q31']
501736;MTA_501736;32 AV/205 ST;MTA NYCT_Q28;['MTA NYCT_Q28', 'MTA NYCT_Q31']
501737;MTA_501737;32 AV/208 ST;MTA NYCT_Q28;['MTA NYCT_Q28', 'MTA NYCT_Q31']
501739;MTA_501739;CORPORAL KENNEDY ST/28 RD;MTA NYCT_Q28;['MTA NYCT_Q28']
501742;MTA_501742;18 AV/211 ST;MTA NYCT_Q28;['MTA NYCT_Q28']
501744;MTA_501744;211 ST/23 AV;MTA NYCT_Q28;['MTA NYCT_Q28']
501750;MTA_501750;CORPORAL KENNEDY ST/28 AV;MTA NYCT_Q28;['MTA NYCT_Q28']
501754;MTA_501754;32 AV/204 ST;MTA NYCT_Q28;['MTA NYCT_Q28', 'MTA NYCT_Q31']
501755;MTA_501755;32 AV/201 ST;MTA NYCT_Q28;['MTA NYCT_Q28', 'MTA NYCT_Q31']
501756;MTA_501756;32 AV/JORDAN ST;MTA NYCT_Q28;['MTA NYCT_Q28', 'MTA NYCT_Q31']
501757;MTA_501757;FRANCIS LEWIS BL/32 AV;MTA NYCT_Q28;['MTA NYCT_Q28']
501758;MTA_501758;FRANCIS LEWIS BL/33 AV;MTA NYCT_Q28;['MTA NYCT_Q28', 'MTA NYCT_Q76']
501759;MTA_501759;FRANCIS LEWIS BL/192 ST;MTA NYCT_Q28;['MTA NYCT_Q28', 'MTA NYCT_Q76']
501760;MTA_501760;FRANCIS LEWIS BL/35 AV;MTA NYCT_Q28;['MTA NYCT_Q28']
501761;MTA_501761;CROCHERON AV/192 ST;MTA NYCT_Q28;['MTA NYCT_Q28']
501762;MTA_501762;CROCHERON AV/UTOPIA PY;MTA NYCT_Q28;['MTA NYCT_Q28']
501763;MTA_501763;CROCHERON AV/171 ST;MTA NYCT_Q28;['MTA NYCT_Q28']
501764;MTA_501764;CROCHERON AV/169 ST;MTA NYCT_Q28;['MTA NYCT_Q28']
501765;MTA_501765;CROCHERON AV/168 ST;MTA NYCT_Q28;['MTA NYCT_Q28']
501766;MTA_501766;CROCHERON AV/166 ST;MTA NYCT_Q28;['MTA NYCT_Q28']
501767;MTA_501767;CROCHERON AV/164 ST;MTA NYCT_Q28;['MTA NYCT_Q28']
503077;MTA_503077;23 AV/212 ST;MTA NYCT_Q28;['MTA NYCT_Q28']
503147;MTA_503147;18 AV/CORPORAL KENNEDY ST;MTA NYCT_Q28;['MTA NYCT_Q28']
503150;MTA_503150;NORTHERN BL/147 ST;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q28']
503248;MTA_503248;23 AV/BELL BL;MTA NYCT_Q28;['MTA NYCT_Q28']
503274;MTA_503274;NORTHERN BL/154 ST;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q28']
503585;MTA_503585;CORPORAL KENNEDY ST/23 AV;MTA NYCT_Q28;['MTA NYCT_Q28']
503828;MTA_503828;213 PL/BAY TER SHOP CTR;MTA NYCT_Q28;['MTA NYCT_Q28']
503921;MTA_503921;32 AV/CORPORAL KENNEDY ST;MTA NYCT_Q28;['MTA NYCT_Q28', 'MTA NYCT_Q31']
504446;MTA_504446;32 AV/CLEARVIEW EP SR E;MTA NYCT_Q28;['MTA NYCT_Q28', 'MTA NYCT_Q31']
504447;MTA_504447;32 AV/CLEARVIEW EP SR W;MTA NYCT_Q28;['MTA NYCT_Q28', 'MTA NYCT_Q31']
504482;MTA_504482;CORPORAL KENNEDY ST/32 AV;MTA NYCT_Q28;['MTA NYCT_Q28']
504487;MTA_504487;39 AV/138 ST;MTA NYCT_Q28;['MTA NYCT_Q28']
505053;MTA_505053;32 AV/200 ST;MTA NYCT_Q28;['MTA NYCT_Q28', 'MTA NYCT_Q31']
505293;MTA_505293;UNION AV/NORTHERN BL;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q28']
904019;MTA_904019;23 AV /BELL BL;MTA NYCT_Q28;['MTA NYCT_Q28']
904020;MTA_904020;39 AV /138 ST;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q28']
904188;MTA_904188;UNION ST/NORTHERN BL;MTA NYCT_Q28;['MTA NYCT_Q13', 'MTA NYCT_Q16', 'MTA NYCT_Q28']
303592;MTA_303592;UTICA AV/AV N;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
303595;MTA_303595;UTICA AV/AV K;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
303603;MTA_303603;UTICA AV/AV D;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
303608;MTA_303608;UTICA AV/CHURCH AV;MTA NYCT_B46+;['MTA NYCT_B46+']
303612;MTA_303612;UTICA AV/WINTHROP ST;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
303625;MTA_303625;MALCOLM X BL/HALSEY ST;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
303627;MTA_303627;MALCOLM X BL/GATES AV;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
303630;MTA_303630;MALCOLM X BL/DE KALB AV;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
303663;MTA_303663;MALCOLM X BL/DE KALB AV;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
303666;MTA_303666;MALCOLM X BL/QUINCY ST;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
303672;MTA_303672;MALCOLM X BL/FULTON ST;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
303683;MTA_303683;UTICA AV/WINTHROP ST;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
303687;MTA_303687;UTICA AV/CHURCH AV;MTA NYCT_B46+;['MTA NYCT_B46+']
303692;MTA_303692;UTICA AV/AV D;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
303696;MTA_303696;UTICA AV/AV H;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
303699;MTA_303699;UTICA AV/FLATLANDS AV;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
303702;MTA_303702;UTICA AV/AV N;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
306304;MTA_306304;UTICA AV/EMPIRE BL;MTA NYCT_B46+;['MTA NYCT_B17', 'MTA NYCT_B46', 'MTA NYCT_B46+']
307026;MTA_307026;UTICA AV/EASTERN PKY;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
307083;MTA_307083;UTICA AV/EMPIRE BL;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
307092;MTA_307092;UTICA AV/FULTON ST;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
307668;MTA_307668;UTICA AV/EASTERN PKY;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
307728;MTA_307728;MALCOLM X BL/HALSEY ST;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
307920;MTA_307920;KINGS PLAZA;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
801094;MTA_801094;UTICA AV/AV H;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
901093;MTA_901093;KINGS PLAZA;MTA NYCT_B46+;['MTA NYCT_B46', 'MTA NYCT_B46+']
200456;MTA_200456;YUKON AV/RICHMOND AV;MTA NYCT_S61;['MTA NYCT_S44', 'MTA NYCT_S59', 'MTA NYCT_S61', 'MTA NYCT_S91', 'MTA NYCT_S94']
200457;MTA_200457;YUKON AV/TARGET DRIVEWAY;MTA NYCT_S61;['MTA NYCT_S44', 'MTA NYCT_S59', 'MTA NYCT_S61', 'MTA NYCT_S91', 'MTA NYCT_S94']
200544;MTA_200544;VICTORY BL/CLOVE RD;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S62', 'MTA NYCT_S91', 'MTA NYCT_S92', 'MTA NYCT_SIM30']
200545;MTA_200545;VICTORY BL/GRAND AV;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S62']
200579;MTA_200579;VICTORY BL/MELROSE AV;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S62']
200585;MTA_200585;VICTORY BL/BEECHWOOD PL;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S62']
201356;MTA_201356;BRADLEY AV/PURDY AV;MTA NYCT_S61;['MTA NYCT_S57', 'MTA NYCT_S61', 'MTA NYCT_S91']
201358;MTA_201358;BRADLEY AV/WESTWOOD AV;MTA NYCT_S61;['MTA NYCT_S57', 'MTA NYCT_S61', 'MTA NYCT_S91']
201359;MTA_201359;BRADLEY AV/WILLOWBROOK RD;MTA NYCT_S61;['MTA NYCT_S57', 'MTA NYCT_S61', 'MTA NYCT_S91', 'MTA NYCT_SIM31']
201360;MTA_201360;BRADLEY AV/HAROLD ST;MTA NYCT_S61;['MTA NYCT_S57', 'MTA NYCT_S61', 'MTA NYCT_S91', 'MTA NYCT_SIM31']
201476;MTA_201476;BRADLEY AV/HOLDEN BL;MTA NYCT_S61;['MTA NYCT_S57', 'MTA NYCT_S61', 'MTA NYCT_S91', 'MTA NYCT_SIM31']
201477;MTA_201477;BRADLEY AV/WESTWOOD AV;MTA NYCT_S61;['MTA NYCT_S57', 'MTA NYCT_S61', 'MTA NYCT_S91']
201480;MTA_201480;BRADLEY AV/VICTORY BL;MTA NYCT_S61;['MTA NYCT_S57', 'MTA NYCT_S61', 'MTA NYCT_S91']
201686;MTA_201686;BRIELLE AV/GANSEVOORT BL;MTA NYCT_S61;['MTA NYCT_S54', 'MTA NYCT_S57', 'MTA NYCT_S61']
202548;MTA_202548;BRADLEY AV/VICTORY BL;MTA NYCT_S61;['MTA NYCT_S57', 'MTA NYCT_S61', 'MTA NYCT_S91']
202618;MTA_202618;YUKON AV/WATCHMANS OFFICE;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91']
202661;MTA_202661;VICTORY BL/CHESHIRE PL;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S62']
202697;MTA_202697;TRAVIS AV/NEHRING AV;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91']
202699;MTA_202699;TRAVIS AV/EVANS ST;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91']
202700;MTA_202700;TRAVIS AV/LEWISTON ST;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91', 'MTA NYCT_SIM31']
202702;MTA_202702;FOREST HILL RD/FIELD ST;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91']
202703;MTA_202703;FOREST HILL RD/STEERS ST;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91', 'MTA NYCT_SIM31']
202704;MTA_202704;FOREST HILL RD/DOROTHY ST;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91']
202705;MTA_202705;HAROLD ST/FOREST HILL RD;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91', 'MTA NYCT_SIM31']
202707;MTA_202707;HAROLD ST/SUNSET AV;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91', 'MTA NYCT_SIM31']
202708;MTA_202708;HAROLD ST/BRADLEY AV;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91']
202709;MTA_202709;HAROLD ST/ROOSEVELT AV;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91']
202710;MTA_202710;HAROLD ST/SUNSET AV;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91', 'MTA NYCT_SIM31']
202711;MTA_202711;HAROLD ST/JOSEPH AV;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91']
202712;MTA_202712;HAROLD ST/FOREST HILL RD;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91', 'MTA NYCT_SIM31']
202715;MTA_202715;FOREST HILL RD/S.I. DEVELOPMENTAL OFFICE;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91']
202716;MTA_202716;TRAVIS AV/BOGOTA ST;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91', 'MTA NYCT_SIM31']
202717;MTA_202717;TRAVIS AV/EVANS ST;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91']
202718;MTA_202718;TRAVIS AV/DENKER PL;MTA NYCT_S61;['MTA NYCT_S61', 'MTA NYCT_S91', 'MTA NYCT_SIM31']
