553383;MTA_553383;UNION TPK/CRESCENT APARTMENTS;MTABC_Q23;['MTABC_Q23', 'MTABC_QM12', 'MTABC_QM42'];EAST ELMHURST DITMARS BL via 108 ST
504273;MTA_504273;METROPOLITAN AV/WOODHAVEN BL;MTABC_Q23;['MTABC_Q23', 'MTA NYCT_Q54'];EAST ELMHURST DITMARS BL via 108 ST
504274;MTA_504274;METROPOLITAN AV/SELFRIDGE ST;MTABC_Q23;['MTABC_Q23', 'MTA NYCT_Q54', 'MTABC_QM12', 'MTABC_QM42'];EAST ELMHURST DITMARS BL via 108 ST
504275;MTA_504275;METROPOLITAN AV/69 RD;MTABC_Q23;['MTABC_Q23', 'MTA NYCT_Q54'];EAST ELMHURST DITMARS BL via 108 ST
504276;MTA_504276;METROPOLITAN AV/70 RD;MTABC_Q23;['MTABC_Q23', 'MTA NYCT_Q54', 'MTABC_QM12', 'MTABC_QM42'];EAST ELMHURST DITMARS BL via 108 ST
550880;MTA_550880;71 AV/METROPOLITAN AV;MTABC_Q23;['MTABC_Q23'];EAST ELMHURST DITMARS BL via 108 ST
550881;MTA_550881;71 AV/MANSE ST;MTABC_Q23;['MTABC_Q23'];EAST ELMHURST DITMARS BL via 108 ST
550882;MTA_550882;KESSEL ST/71 AV;MTABC_Q23;['MTABC_Q23'];EAST ELMHURST DITMARS BL via 108 ST
550883;MTA_550883;KESSEL ST/70 AV;MTABC_Q23;['MTABC_Q23'];EAST ELMHURST DITMARS BL via 108 ST
553046;MTA_553046;69 AV/JUNO ST;MTABC_Q23;['MTABC_Q23'];EAST ELMHURST DITMARS BL via 108 ST
550887;MTA_550887;69 AV/GROTON ST;MTABC_Q23;['MTABC_Q23'];EAST ELMHURST DITMARS BL via 108 ST
550889;MTA_550889;69 AV/DARTMOUTH ST;MTABC_Q23;['MTABC_Q23'];EAST ELMHURST DITMARS BL via 108 ST
550891;MTA_550891;BURNS ST/68 AV;MTABC_Q23;['MTABC_Q23'];EAST ELMHURST DITMARS BL via 108 ST
550892;MTA_550892;BURNS ST/YELLOWSTONE BL;MTABC_Q23;['MTABC_Q23'];EAST ELMHURST DITMARS BL via 108 ST
550895;MTA_550895;AUSTIN ST/69 RD;MTABC_Q23;['MTABC_Q23'];EAST ELMHURST DITMARS BL via 108 ST
